source,target,n_sessions,n_leads,n_follows,consistency
PEPSICO,SUPERVALU,2,1,1,0.5
PEPSICO,ROCKWELL COLLINS,2,1,1,0.5
PEPSICO,QUALCOMM,2,1,1,0.5
BOEING,JPMORGAN CHASE & CO.,2,1,1,0.5
ALASKA AIR GROUP,MICRON TECHNOLOGY,2,1,1,0.5
L3HARRIS TECHNOLOGIES,PUBLIC SERVICE ENTERPRISE GROUP,2,1,1,0.5
L3HARRIS TECHNOLOGIES,QUALCOMM,2,1,1,0.5
INTEL,SALESFORCE,2,1,1,0.5
BECTON DICKINSON,STRYKER,2,1,1,0.5
ABBOTT LABORATORIES,HOME DEPOT,2,1,1,0.5
INTEL,ROCKWELL COLLINS,2,1,1,0.5
BECTON DICKINSON,MCKESSON,2,1,1,0.5
INTEL,RITE AID,2,1,1,0.5
L3HARRIS TECHNOLOGIES,SOUTHERN,2,1,1,0.5
PEABODY ENERGY,WELLS FARGO,2,1,1,0.5
3M,AMAZON,4,2,2,0.5
BIOGEN,GENERAL MOTORS,2,1,1,0.5
PEABODY ENERGY,UNITED STATES STEEL,2,1,1,0.5
L3HARRIS TECHNOLOGIES,TEXTRON,2,1,1,0.5
PEABODY ENERGY,UNION PACIFIC,2,1,1,0.5
PEABODY ENERGY,SOUTHERN,2,1,1,0.5
ALASKA AIR GROUP,JETBLUE AIRWAYS,2,1,1,0.5
PEABODY ENERGY,SEMPRA ENERGY,2,1,1,0.5
LABORATORY CORP. OF AMERICA,THERMO FISHER SCIENTIFIC,2,1,1,0.5
ABBOTT LABORATORIES,KRAFT HEINZ,2,1,1,0.5
INTEL,SEMPRA ENERGY,2,1,1,0.5
PEPSICO,YUM BRANDS,2,1,1,0.5
KROGER,LOWE'S,2,1,1,0.5
KROGER,PUBLIX SUPER MARKETS,2,1,1,0.5
UNITED PARCEL SERVICE,UNITED TECHNOLOGIES,2,1,1,0.5
PNC FINANCIAL SERVICES,REGIONS FINANCIAL,4,2,2,0.5
INTEL,TARGET,2,1,1,0.5
BEST BUY,HOME DEPOT,4,2,2,0.5
PHILLIPS 66,WINDSTREAM HOLDINGS,2,1,1,0.5
PHILLIPS 66,UNITED PARCEL SERVICE,2,1,1,0.5
PHILLIPS 66,PPL,2,1,1,0.5
VISA,WINDSTREAM HOLDINGS,2,1,1,0.5
KROGER,MCKESSON,2,1,1,0.5
KROGER,MUTUAL OF OMAHA INSURANCE,2,1,1,0.5
ABBOTT LABORATORIES,DUPONT DE NEMOURS,2,1,1,0.5
CAMPBELL SOUP,DEERE,2,1,1,0.5
ABBOTT LABORATORIES,ECOLAB,2,1,1,0.5
PG&E,USAA,2,1,1,0.5
L3HARRIS TECHNOLOGIES,NORFOLK SOUTHERN,2,1,1,0.5
PG&E,UNITED TECHNOLOGIES,4,2,2,0.5
ALASKA AIR GROUP,RAYTHEON,2,1,1,0.5
ALASKA AIR GROUP,PNC FINANCIAL SERVICES,2,1,1,0.5
L3HARRIS TECHNOLOGIES,LEIDOS HOLDINGS,2,1,1,0.5
ALASKA AIR GROUP,PHILLIPS 66,2,1,1,0.5
ABBOTT LABORATORIES,ELI LILLY,2,1,1,0.5
WASTE MANAGEMENT,WEC ENERGY GROUP,2,1,1,0.5
PG&E,SEMPRA ENERGY,4,2,2,0.5
PG&E,QUALCOMM,2,1,1,0.5
ALASKA AIR GROUP,NCR,2,1,1,0.5
BLACKROCK,GOLDMAN SACHS GROUP,2,1,1,0.5
ABBOTT LABORATORIES,FEDEX,2,1,1,0.5
PFIZER,PROCTER & GAMBLE,2,1,1,0.5
UNITED PARCEL SERVICE,WALMART,2,1,1,0.5
3M,CATERPILLAR,4,2,2,0.5
PRUDENTIAL FINANCIAL,UNITED PARCEL SERVICE,2,1,1,0.5
SOUTHERN,STATE FARM INSURANCE,2,1,1,0.5
JETBLUE AIRWAYS,PHILLIPS 66,2,1,1,0.5
JETBLUE AIRWAYS,ROCKWELL COLLINS,2,1,1,0.5
3M,FIRSTENERGY,4,2,2,0.5
3M,FORD,2,1,1,0.5
BLACKSTONE GROUP,CALPINE,2,1,1,0.5
ALLSTATE,LOEWS,2,1,1,0.5
SOUTHERN,VISA,2,1,1,0.5
U.S. BANCORP,UNITED PARCEL SERVICE,2,1,1,0.5
3M,GENERAL MILLS,2,1,1,0.5
BLACKSTONE GROUP,CENTENE,2,1,1,0.5
3M,GUARDIAN LIFE INS. CO. OF AMERICA,2,1,1,0.5
INTERNATIONAL PAPER,PEPSICO,2,1,1,0.5
BLACKSTONE GROUP,CSX,2,1,1,0.5
CAPITAL ONE FINANCIAL,CUMMINS,4,2,2,0.5
BEST BUY,WINDSTREAM HOLDINGS,2,1,1,0.5
CAPITAL ONE FINANCIAL,FISERV,2,1,1,0.5
SIMON PROPERTY GROUP,TARGET,2,1,1,0.5
ALLSTATE,DUPONT DE NEMOURS,2,1,1,0.5
ALLSTATE,DUKE ENERGY,2,1,1,0.5
BLACKSTONE GROUP,DUPONT DE NEMOURS,2,1,1,0.5
SEMPRA ENERGY,WASTE MANAGEMENT,2,1,1,0.5
SEMPRA ENERGY,UNITED TECHNOLOGIES,2,1,1,0.5
3M,JPMORGAN CHASE & CO.,2,1,1,0.5
BLACKSTONE GROUP,GILEAD SCIENCES,2,1,1,0.5
CAPITAL ONE FINANCIAL,CSX,2,1,1,0.5
BLACKSTONE GROUP,GUARDIAN LIFE INS. CO. OF AMERICA,2,1,1,0.5
3M,KROGER,2,1,1,0.5
ROCKWELL COLLINS,SOUTHERN,2,1,1,0.5
BLACKROCK,WELLS FARGO,2,1,1,0.5
SOUTHWEST AIRLINES,TEXTRON,2,1,1,0.5
ALLSTATE,CVS HEALTH,2,1,1,0.5
CAPITAL ONE FINANCIAL,FIFTH THIRD BANCORP,2,1,1,0.5
TEXTRON,UNITED PARCEL SERVICE,2,1,1,0.5
TEXAS INSTRUMENTS,UNITED PARCEL SERVICE,2,1,1,0.5
TARGET,VISA,4,2,2,0.5
INTERNATIONAL PAPER,UNITED TECHNOLOGIES,2,1,1,0.5
TARGET,UNITED PARCEL SERVICE,2,1,1,0.5
SYNCHRONY FINANCIAL,WELLS FARGO,2,1,1,0.5
BLACKROCK,PNC FINANCIAL SERVICES,2,1,1,0.5
SYNCHRONY FINANCIAL,U.S. BANCORP,2,1,1,0.5
CAPITAL ONE FINANCIAL,EVERSOURCE ENERGY,2,1,1,0.5
3M,EBAY,2,1,1,0.5
STRYKER,ZIMMER BIOMET HOLDINGS,2,1,1,0.5
BIOGEN,CENTENE,2,1,1,0.5
INTERPUBLIC GROUP,OSHKOSH,2,1,1,0.5
ALLSTATE,GENERAL MOTORS,2,1,1,0.5
CAPITAL ONE FINANCIAL,DEERE,2,1,1,0.5
ALLSTATE,FORD,4,2,2,0.5
STATE FARM INSURANCE,TRAVELERS,2,1,1,0.5
TIAA,U.S. BANCORP,2,1,1,0.5
ALLSTATE,FLUOR,2,1,1,0.5
SOUTHWEST AIRLINES,XEROX,2,1,1,0.5
TIAA,UNITED AIRLINES HOLDINGS,2,1,1,0.5
TIAA,USAA,4,2,2,0.5
SOUTHWEST AIRLINES,VERIZON,2,1,1,0.5
3M,ENTERGY,4,2,2,0.5
TIAA,WELLS FARGO,2,1,1,0.5
3M,CSX,2,1,1,0.5
BIOGEN,BRISTOL-MYERS SQUIBB,2,1,1,0.5
ALLSTATE,EXELON,2,1,1,0.5
BLACKSTONE GROUP,HCA HEALTHCARE,2,1,1,0.5
RITE AID,WELLS FARGO,2,1,1,0.5
TEXAS INSTRUMENTS,VISA,2,1,1,0.5
CAPITAL ONE FINANCIAL,CATERPILLAR,2,1,1,0.5
UNION PACIFIC,YUM BRANDS,2,1,1,0.5
QUALCOMM,VISA,2,1,1,0.5
ALLSTATE,BERKSHIRE HATHAWAY,2,1,1,0.5
QUALCOMM,USAA,2,1,1,0.5
BLACKROCK,LINCOLN NATIONAL,2,1,1,0.5
BOEING,CAPITAL ONE FINANCIAL,2,1,1,0.5
3M,CBS,2,1,1,0.5
BOEING,CENTERPOINT ENERGY,2,1,1,0.5
QUALCOMM,TARGET,2,1,1,0.5
BEST BUY,OWENS & MINOR,2,1,1,0.5
UNITED AIRLINES HOLDINGS,WELLS FARGO,2,1,1,0.5
3M,PEPSICO,2,1,1,0.5
PUBLIX SUPER MARKETS,XEROX,2,1,1,0.5
BOEING,CONSOLIDATED EDISON,2,1,1,0.5
BIOGEN,CONOCOPHILLIPS,2,1,1,0.5
JPMORGAN CHASE & CO.,OCCIDENTAL PETROLEUM,2,1,1,0.5
ALLSTATE,NORTHROP GRUMMAN,2,1,1,0.5
PUBLIX SUPER MARKETS,REGIONS FINANCIAL,2,1,1,0.5
3M,PPL,2,1,1,0.5
3M,PROCTER & GAMBLE,2,1,1,0.5
INTEL,VISA,2,1,1,0.5
ALLSTATE,NORTHWESTERN MUTUAL,4,2,2,0.5
3M,QUALCOMM,2,1,1,0.5
BOEING,CSX,2,1,1,0.5
JPMORGAN CHASE & CO.,OMNICOM GROUP,2,1,1,0.5
PUBLIC SERVICE ENTERPRISE GROUP,RAYTHEON,2,1,1,0.5
3M,THERMO FISHER SCIENTIFIC,2,1,1,0.5
JPMORGAN CHASE & CO.,PRINCIPAL FINANCIAL,4,2,2,0.5
ALLSTATE,BLACKSTONE GROUP,2,1,1,0.5
ABBOTT LABORATORIES,KROGER,2,1,1,0.5
RITE AID,WELLCARE HEALTH PLANS,2,1,1,0.5
BAXTER INTERNATIONAL,XEROX,2,1,1,0.5
JOHNSON & JOHNSON,RAYTHEON,2,1,1,0.5
RITE AID,WALMART,2,1,1,0.5
BLACKSTONE GROUP,INTERNATIONAL PAPER,2,1,1,0.5
REGIONS FINANCIAL,WELLS FARGO,2,1,1,0.5
JOHNSON & JOHNSON,STATE FARM INSURANCE,2,1,1,0.5
CAPITAL ONE FINANCIAL,COCA-COLA,2,1,1,0.5
BEST BUY,U.S. BANCORP,2,1,1,0.5
BIOGEN,CIGNA,2,1,1,0.5
BLACKSTONE GROUP,MERCK,2,1,1,0.5
3M,MCKESSON,2,1,1,0.5
U.S. BANCORP,WELLS FARGO,4,2,2,0.5
3M,COCA-COLA,2,1,1,0.5
3M,MERCK,2,1,1,0.5
INTERNATIONAL PAPER,MARRIOTT INTERNATIONAL,2,1,1,0.5
BLACKSTONE GROUP,TIAA,2,1,1,0.5
BLACKSTONE GROUP,MUTUAL OF OMAHA INSURANCE,2,1,1,0.5
3M,CITIGROUP,2,1,1,0.5
JONES FINANCIAL (EDWARD JONES),LINCOLN NATIONAL,2,1,1,0.5
BLACKSTONE GROUP,RITE AID,2,1,1,0.5
ALLSTATE,CAPITAL ONE FINANCIAL,4,2,2,0.5
JONES FINANCIAL (EDWARD JONES),STATE FARM INSURANCE,2,1,1,0.5
ALLSTATE,BOSTON SCIENTIFIC,2,1,1,0.5
3M,MOTOROLA SOLUTIONS,2,1,1,0.5
BLACKROCK,METLIFE,2,1,1,0.5
ALLSTATE,NATIONWIDE,6,3,3,0.5
3M,CHEVRON,2,1,1,0.5
R.R. DONNELLEY & SONS,UNION PACIFIC,2,1,1,0.5
CAPITAL ONE FINANCIAL,CBS,2,1,1,0.5
QUALCOMM,WINDSTREAM HOLDINGS,2,1,1,0.5
MASSACHUSETTS MUTUAL LIFE INSURANCE,VERIZON,2,1,1,0.5
CALPINE,XCEL ENERGY,2,1,1,0.5
MICROSOFT,TIAA,2,1,1,0.5
BERKSHIRE HATHAWAY,HARTFORD FINANCIAL SERVICES,2,1,1,0.5
AECOM,FIRSTENERGY,2,1,1,0.5
BRISTOL-MYERS SQUIBB,PPG INDUSTRIES,2,1,1,0.5
BRISTOL-MYERS SQUIBB,PPL,2,1,1,0.5
LOEWS,PG&E,2,1,1,0.5
LOEWS,ONEOK,2,1,1,0.5
MICROSOFT,UNITED TECHNOLOGIES,2,1,1,0.5
LOEWS,TRAVELERS,2,1,1,0.5
MICROSOFT,VERIZON,6,3,3,0.5
MICROSOFT,XEROX,2,1,1,0.5
BRISTOL-MYERS SQUIBB,PRUDENTIAL FINANCIAL,2,1,1,0.5
AGCO,DEERE,2,1,1,0.5
MOLINA HEALTHCARE,RITE AID,2,1,1,0.5
MOLINA HEALTHCARE,UNITED HEALTH GROUP,2,1,1,0.5
LOEWS,TIAA,2,1,1,0.5
BOSTON SCIENTIFIC,HEWLETT PACKARD ENTERPRISE,2,1,1,0.5
LOEWS,MASSACHUSETTS MUTUAL LIFE INSURANCE,2,1,1,0.5
AFLAC,LINCOLN NATIONAL,2,1,1,0.5
MICROSOFT,NEWS CORP.,2,1,1,0.5
MICROSOFT,PEPSICO,2,1,1,0.5
LUMEN TECHNOLOGIES,PEPSICO,2,1,1,0.5
AECOM,INTERPUBLIC GROUP,2,1,1,0.5
BOSTON SCIENTIFIC,INTEL,2,1,1,0.5
AFLAC,LIBERTY MUTUAL INSURANCE GROUP,2,1,1,0.5
MICROSOFT,PROCTER & GAMBLE,2,1,1,0.5
BOSTON SCIENTIFIC,HONEYWELL INTERNATIONAL,2,1,1,0.5
MICROSOFT,PRUDENTIAL FINANCIAL,4,2,2,0.5
AECOM,HUMANA,2,1,1,0.5
AFLAC,METLIFE,2,1,1,0.5
AFLAC,NATIONWIDE,2,1,1,0.5
MICROSOFT,RAYTHEON,2,1,1,0.5
AECOM,HONEYWELL INTERNATIONAL,2,1,1,0.5
MOLINA HEALTHCARE,WELLCARE HEALTH PLANS,2,1,1,0.5
MOLSON COORS BEVERAGE,S&P GLOBAL,2,1,1,0.5
BECTON DICKINSON,TENET HEALTHCARE,2,1,1,0.5
NATIONWIDE,PRINCIPAL FINANCIAL,4,2,2,0.5
NATIONWIDE,NEXTERA ENERGY,2,1,1,0.5
AIG,ASSURANT,2,1,1,0.5
BRISTOL-MYERS SQUIBB,VISA,2,1,1,0.5
LOCKHEED MARTIN,UNITED PARCEL SERVICE,2,1,1,0.5
NATIONWIDE,OCCIDENTAL PETROLEUM,2,1,1,0.5
BOSTON SCIENTIFIC,FEDEX,2,1,1,0.5
BERKSHIRE HATHAWAY,FEDEX,4,2,2,0.5
MUTUAL OF OMAHA INSURANCE,YUM BRANDS,2,1,1,0.5
NATIONWIDE,PUBLIC SERVICE ENTERPRISE GROUP,2,1,1,0.5
NATIONWIDE,SOUTHERN,2,1,1,0.5
LOCKHEED MARTIN,SOUTHERN,4,2,2,0.5
NATIONWIDE,TENET HEALTHCARE,2,1,1,0.5
BOSTON SCIENTIFIC,EXXONMOBIL,2,1,1,0.5
INTEL,PUBLIC SERVICE ENTERPRISE GROUP,4,2,2,0.5
NATIONWIDE,NAVIENT,2,1,1,0.5
ADVANCED MICRO DEVICES,VISA,2,1,1,0.5
AECOM,EDISON INTERNATIONAL,2,1,1,0.5
BOSTON SCIENTIFIC,GENERAL MILLS,2,1,1,0.5
MOTOROLA SOLUTIONS,PUBLIC SERVICE ENTERPRISE GROUP,2,1,1,0.5
AECOM,DELTA AIR LINES,2,1,1,0.5
AECOM,CSX,2,1,1,0.5
AECOM,CISCO SYSTEMS,2,1,1,0.5
LOCKHEED MARTIN,XCEL ENERGY,2,1,1,0.5
MUTUAL OF OMAHA INSURANCE,NORTHERN TRUST,2,1,1,0.5
MUTUAL OF OMAHA INSURANCE,PUBLIC SERVICE ENTERPRISE GROUP,2,1,1,0.5
BOSTON SCIENTIFIC,FIRSTENERGY,2,1,1,0.5
BERKSHIRE HATHAWAY,GENERAL MOTORS,2,1,1,0.5
MUTUAL OF OMAHA INSURANCE,TARGET,2,1,1,0.5
BOSTON SCIENTIFIC,FORD,2,1,1,0.5
MUTUAL OF OMAHA INSURANCE,U.S. BANCORP,2,1,1,0.5
AECOM,AMERICAN AIRLINES GROUP,2,1,1,0.5
MUTUAL OF OMAHA INSURANCE,USAA,4,2,2,0.5
LUMEN TECHNOLOGIES,SOUTHWEST AIRLINES,2,1,1,0.5
AFLAC,HARTFORD FINANCIAL SERVICES,2,1,1,0.5
BOSTON SCIENTIFIC,JOHNSON & JOHNSON,2,1,1,0.5
AES,CAMPBELL SOUP,2,1,1,0.5
BERKSHIRE HATHAWAY,PPL,2,1,1,0.5
AES,CHS,2,1,1,0.5
MERCK,PFIZER,2,1,1,0.5
BOSTON SCIENTIFIC,PPG INDUSTRIES,2,1,1,0.5
MASSACHUSETTS MUTUAL LIFE INSURANCE,NATIONWIDE,4,2,2,0.5
MASSACHUSETTS MUTUAL LIFE INSURANCE,MUTUAL OF OMAHA INSURANCE,4,2,2,0.5
MERCK,ROCKWELL COLLINS,2,1,1,0.5
MCKESSON,QUEST DIAGNOSTICS,2,1,1,0.5
BERKSHIRE HATHAWAY,PUBLIC SERVICE ENTERPRISE GROUP,2,1,1,0.5
BRISTOL-MYERS SQUIBB,FLUOR,2,1,1,0.5
MERCK,TRAVELERS,2,1,1,0.5
MERCK,UNITED TECHNOLOGIES,2,1,1,0.5
BOSTON SCIENTIFIC,NORFOLK SOUTHERN,2,1,1,0.5
METLIFE,NAVIENT,2,1,1,0.5
MASSACHUSETTS MUTUAL LIFE INSURANCE,NEXTERA ENERGY,2,1,1,0.5
MCKESSON,PFIZER,2,1,1,0.5
AFLAC,ASSURANT,2,1,1,0.5
MASTERCARD,SOUTHWEST AIRLINES,2,1,1,0.5
MASSACHUSETTS MUTUAL LIFE INSURANCE,WINDSTREAM HOLDINGS,2,1,1,0.5
BRISTOL-MYERS SQUIBB,CENTENE,2,1,1,0.5
BOSTON SCIENTIFIC,USAA,2,1,1,0.5
MASTERCARD,OMNICOM GROUP,2,1,1,0.5
MASTERCARD,PNC FINANCIAL SERVICES,2,1,1,0.5
MASTERCARD,PRUDENTIAL FINANCIAL,2,1,1,0.5
BRISTOL-MYERS SQUIBB,CORNING,2,1,1,0.5
BRISTOL-MYERS SQUIBB,ECOLAB,2,1,1,0.5
MASTERCARD,USAA,2,1,1,0.5
MASTERCARD,WALT DISNEY,2,1,1,0.5
MASSACHUSETTS MUTUAL LIFE INSURANCE,QUALCOMM,2,1,1,0.5
MASTERCARD,WINDSTREAM HOLDINGS,2,1,1,0.5
BOSTON SCIENTIFIC,TARGET,2,1,1,0.5
MCKESSON,MOLINA HEALTHCARE,2,1,1,0.5
METLIFE,NEW YORK LIFE INSURANCE,4,2,2,0.5
AES,ALPHABET,2,1,1,0.5
BERKSHIRE HATHAWAY,MARATHON OIL,2,1,1,0.5
AECOM,PPG INDUSTRIES,2,1,1,0.5
MICRON TECHNOLOGY,SALESFORCE,4,2,2,0.5
AECOM,SOUTHWEST AIRLINES,4,2,2,0.5
AECOM,SOUTHERN,2,1,1,0.5
MARATHON OIL,PPG INDUSTRIES,2,1,1,0.5
BERKSHIRE HATHAWAY,JETBLUE AIRWAYS,2,1,1,0.5
BOSTON SCIENTIFIC,MERCK,2,1,1,0.5
MAGELLAN HEALTH,WALGREENS BOOTS ALLIANCE,2,1,1,0.5
METLIFE,RAYTHEON,2,1,1,0.5
BRISTOL-MYERS SQUIBB,MAGELLAN HEALTH,2,1,1,0.5
AFLAC,AMERICAN FAMILY INSURANCE GROUP,2,1,1,0.5
MICRON TECHNOLOGY,XEROX,2,1,1,0.5
BOSTON SCIENTIFIC,MCKESSON,2,1,1,0.5
AFLAC,AMERIPRISE FINANCIAL,2,1,1,0.5
LUMEN TECHNOLOGIES,WINDSTREAM HOLDINGS,4,2,2,0.5
BERKSHIRE HATHAWAY,LEIDOS HOLDINGS,2,1,1,0.5
MICRON TECHNOLOGY,ORACLE,2,1,1,0.5
MGM RESORTS INTERNATIONAL,WALT DISNEY,2,1,1,0.5
MARATHON PETROLEUM,OCCIDENTAL PETROLEUM,2,1,1,0.5
MGM RESORTS INTERNATIONAL,SUNTRUST BANKS,2,1,1,0.5
BERKSHIRE HATHAWAY,LIBERTY MUTUAL INSURANCE GROUP,2,1,1,0.5
METLIFE,WELLS FARGO,2,1,1,0.5
METLIFE,USAA,2,1,1,0.5
METLIFE,UNUM GROUP,2,1,1,0.5
MARATHON PETROLEUM,PPL,2,1,1,0.5
BERKSHIRE HATHAWAY,LOCKHEED MARTIN,2,1,1,0.5
METLIFE,U.S. BANCORP,2,1,1,0.5
MARATHON PETROLEUM,TEXAS INSTRUMENTS,2,1,1,0.5
AECOM,UNITED TECHNOLOGIES,2,1,1,0.5
AES,ALLY FINANCIAL,2,1,1,0.5
METLIFE,TARGET,2,1,1,0.5
METLIFE,STATE FARM INSURANCE,4,2,2,0.5
AIG,COMCAST,2,1,1,0.5
NATIONWIDE,UNITED PARCEL SERVICE,2,1,1,0.5
AIG,FLUOR,2,1,1,0.5
LIBERTY MUTUAL INSURANCE GROUP,MUTUAL OF OMAHA INSURANCE,2,1,1,0.5
NORTHWESTERN MUTUAL,YUM BRANDS,2,1,1,0.5
BOEING,RAYTHEON,4,2,2,0.5
NRG ENERGY,PPL,2,1,1,0.5
LIBERTY MUTUAL INSURANCE GROUP,NAVIENT,2,1,1,0.5
NUCOR,PEABODY ENERGY,2,1,1,0.5
ABBOTT LABORATORIES,YUM BRANDS,2,1,1,0.5
NUCOR,WINDSTREAM HOLDINGS,2,1,1,0.5
AK STEEL HOLDING,OWENS-ILLINOIS,2,1,1,0.5
ABBOTT LABORATORIES,VISA,2,1,1,0.5
OCCIDENTAL PETROLEUM,PPG INDUSTRIES,2,1,1,0.5
BOEING,PUBLIC SERVICE ENTERPRISE GROUP,2,1,1,0.5
ABBOTT LABORATORIES,ROCKWELL COLLINS,2,1,1,0.5
LIBERTY MUTUAL INSURANCE GROUP,LOEWS,2,1,1,0.5
AK STEEL HOLDING,PPG INDUSTRIES,2,1,1,0.5
BEST BUY,CITIGROUP,2,1,1,0.5
NORTHWESTERN MUTUAL,VERIZON,2,1,1,0.5
LINCOLN NATIONAL,METLIFE,2,1,1,0.5
AK STEEL HOLDING,DELL TECHNOLOGIES,2,1,1,0.5
NORTHROP GRUMMAN,VISA,2,1,1,0.5
BEST BUY,CISCO SYSTEMS,2,1,1,0.5
NORTHWESTERN MUTUAL,OCCIDENTAL PETROLEUM,2,1,1,0.5
LINCOLN NATIONAL,MASCO,2,1,1,0.5
NORTHWESTERN MUTUAL,PEABODY ENERGY,2,1,1,0.5
LINCOLN NATIONAL,MARSH & MCLENNAN,2,1,1,0.5
AK STEEL HOLDING,FLUOR,2,1,1,0.5
NORTHWESTERN MUTUAL,USAA,2,1,1,0.5
ABBVIE,BALL,2,1,1,0.5
BOEING,SOUTHERN,2,1,1,0.5
NORTHWESTERN MUTUAL,U.S. BANCORP,2,1,1,0.5
BOEING,SEMPRA ENERGY,2,1,1,0.5
LIBERTY MUTUAL INSURANCE GROUP,STATE FARM INSURANCE,6,3,3,0.5
AK STEEL HOLDING,NORTHROP GRUMMAN,2,1,1,0.5
OCCIDENTAL PETROLEUM,UNION PACIFIC,2,1,1,0.5
LIBERTY MEDIA,WALT DISNEY,2,1,1,0.5
BEST BUY,DEERE,2,1,1,0.5
LAND O'LAKES,PPL,2,1,1,0.5
AES,EVERSOURCE ENERGY,4,2,2,0.5
LAND O'LAKES,WELLS FARGO,2,1,1,0.5
ORACLE,PG&E,2,1,1,0.5
ORACLE,RAYTHEON,4,2,2,0.5
ORACLE,STATE FARM INSURANCE,2,1,1,0.5
LAND O'LAKES,ROCKWELL COLLINS,2,1,1,0.5
ORACLE,TEXTRON,2,1,1,0.5
ABBOTT LABORATORIES,QUEST DIAGNOSTICS,2,1,1,0.5
ORACLE,WALMART,2,1,1,0.5
BEST BUY,ELI LILLY,2,1,1,0.5
BEST BUY,FACEBOOK,2,1,1,0.5
OSHKOSH,ROCKWELL COLLINS,2,1,1,0.5
ALASKA AIR GROUP,GENERAL ELECTRIC,2,1,1,0.5
OSHKOSH,UNITED TECHNOLOGIES,2,1,1,0.5
BOEING,NORTHERN TRUST,2,1,1,0.5
BERKSHIRE HATHAWAY,CAMPBELL SOUP,2,1,1,0.5
LAND O'LAKES,WINDSTREAM HOLDINGS,2,1,1,0.5
LAND O'LAKES,YUM BRANDS,2,1,1,0.5
ABBOTT LABORATORIES,NEW YORK LIFE INSURANCE,2,1,1,0.5
LEIDOS HOLDINGS,LOEWS,2,1,1,0.5
ALASKA AIR GROUP,CAPITAL ONE FINANCIAL,2,1,1,0.5
ALASKA AIR GROUP,BOSTON SCIENTIFIC,2,1,1,0.5
OMNICOM GROUP,RAYTHEON,2,1,1,0.5
OMNICOM GROUP,PUBLIC SERVICE ENTERPRISE GROUP,2,1,1,0.5
OMNICOM GROUP,PPL,2,1,1,0.5
CALPINE,USAA,2,1,1,0.5
ABBOTT LABORATORIES,NORTHROP GRUMMAN,2,1,1,0.5
ALASKA AIR GROUP,BANK OF AMERICA,2,1,1,0.5
BEST BUY,DISCOVER FINANCIAL SERVICES,2,1,1,0.5
OLIN,PHILLIPS 66,2,1,1,0.5
ABBOTT LABORATORIES,PPL,2,1,1,0.5
BOEING,TENET HEALTHCARE,2,1,1,0.5
NORTHROP GRUMMAN,UNITED AIRLINES HOLDINGS,4,2,2,0.5
NATIONWIDE,VISA,2,1,1,0.5
ADVANCED MICRO DEVICES,EDISON INTERNATIONAL,2,1,1,0.5
AIG,MASSACHUSETTS MUTUAL LIFE INSURANCE,2,1,1,0.5
AIG,METLIFE,2,1,1,0.5
NEWS CORP.,NIKE,2,1,1,0.5
ADVANCED MICRO DEVICES,FACEBOOK,2,1,1,0.5
LOCKHEED MARTIN,MUTUAL OF OMAHA INSURANCE,2,1,1,0.5
ADVANCED MICRO DEVICES,EXXONMOBIL,2,1,1,0.5
NEXTERA ENERGY,OMNICOM GROUP,2,1,1,0.5
AIG,LINCOLN NATIONAL,4,2,2,0.5
AIG,NORTHERN TRUST,2,1,1,0.5
ADVANCED MICRO DEVICES,DXC TECHNOLOGY,2,1,1,0.5
NEXTERA ENERGY,QUALCOMM,2,1,1,0.5
BOSTON SCIENTIFIC,CVS HEALTH,2,1,1,0.5
NEXTERA ENERGY,UNION PACIFIC,2,1,1,0.5
CALPINE,FLUOR,2,1,1,0.5
NEW YORK LIFE INSURANCE,WELLS FARGO,4,2,2,0.5
ADVANCED MICRO DEVICES,IBM,2,1,1,0.5
LINCOLN NATIONAL,MUTUAL OF OMAHA INSURANCE,2,1,1,0.5
CALPINE,DOMINION ENERGY,4,2,2,0.5
NAVIENT,PNC FINANCIAL SERVICES,2,1,1,0.5
BOSTON SCIENTIFIC,EBAY,2,1,1,0.5
NAVIENT,WELLS FARGO,2,1,1,0.5
BERKSHIRE HATHAWAY,WINDSTREAM HOLDINGS,2,1,1,0.5
LOCKHEED MARTIN,PRUDENTIAL FINANCIAL,2,1,1,0.5
CALPINE,CONSOLIDATED EDISON,4,2,2,0.5
CALPINE,DUKE ENERGY,2,1,1,0.5
LOCKHEED MARTIN,ORACLE,4,2,2,0.5
NCR,U.S. BANCORP,2,1,1,0.5
AIG,JPMORGAN CHASE & CO.,2,1,1,0.5
BOSTON SCIENTIFIC,DTE ENERGY,2,1,1,0.5
BOSTON SCIENTIFIC,DELL TECHNOLOGIES,2,1,1,0.5
BOSTON SCIENTIFIC,DEERE,2,1,1,0.5
NEW YORK LIFE INSURANCE,PRUDENTIAL FINANCIAL,4,2,2,0.5
ADOBE,HP,2,1,1,0.5
NIKE,QUALCOMM,2,1,1,0.5
BOSTON SCIENTIFIC,CARDINAL HEALTH,4,2,2,0.5
ABBVIE,CISCO SYSTEMS,2,1,1,0.5
BEST BUY,CATERPILLAR,2,1,1,0.5
NORTHERN TRUST,PRINCIPAL FINANCIAL,2,1,1,0.5
NORTHERN TRUST,WELLS FARGO,4,2,2,0.5
NORTHROP GRUMMAN,OMNICOM GROUP,2,1,1,0.5
NORTHROP GRUMMAN,ORACLE,4,2,2,0.5
ABBVIE,DEERE,2,1,1,0.5
ABBVIE,CELGENE,2,1,1,0.5
