company_clean,subsidiary_name,company_clean_client
AUTONATION,"7 Rod Real Estate South, A Limited Liability Company",
AUTONATION,"Abraham Chevrolet-Miami, Inc.",
AUTONATION,"Abraham Chevrolet-Tampa, Inc.",
AUTONATION,"ACER Fiduciary, Inc.",
AUTONATION,"ACP Auto Parts, LLC",
AUTONATION,ACP Holding Corp.,
AUTONATION,"AL F-L Motors, LLC",
AUTONATION,"AL Fort Payne Motors, LLC",
AUTONATION,"Albuquerque ANUSA, LLC",
AUTONATION,"Alemeda ANUSA, LLC",
AUTONATION,"Allen Samuels Chevrolet of Corpus Christi, Inc.",
AUTONATION,"Allen Samuels Chevrolet of Waco, Inc.",
AUTONATION,Allison Bavarian,
AUTONATION,"Allison Bavarian Holding, LLC",
AUTONATION,"American Way Motors, Inc.",
AUTONATION,"AMS MotorCars, Inc.",
AUTONATION,"AN AutoParts, Inc.",
AUTONATION,"AN Cadillac of WPB, LLC",
AUTONATION,"AN Central Region Management, LLC",
AUTONATION,"AN Chevrolet - Arrowhead, Inc.",
AUTONATION,"AN CJ Valencia, Inc.",
AUTONATION,"AN Collision Center FTL South, Inc.",
AUTONATION,"AN Collision Center of Addison, Inc.",
AUTONATION,"AN Collision Center of Las Vegas, Inc.",
AUTONATION,"AN Collision Center of North Houston, Inc.",
AUTONATION,"AN Collision Center of Tempe, Inc.",
AUTONATION,AN Corporate Management Payroll Corp.,
AUTONATION,"AN Corpus Christi GP, LLC",
AUTONATION,"AN Corpus Christi Imports Adv. GP, LLC",
AUTONATION,"AN Corpus Christi Imports Adv., LP",
AUTONATION,"AN Corpus Christi Imports GP, LLC",
AUTONATION,"AN Corpus Christi Imports II GP, LLC",
AUTONATION,"AN Corpus Christi Imports II, LP",
AUTONATION,"AN Corpus Christi Imports, LP",
AUTONATION,"AN Corpus Christi Motors, Inc.",
AUTONATION,"AN Corpus Christi T. Imports GP, LLC",
AUTONATION,"AN Corpus Christi T. Imports, LP",
AUTONATION,"AN County Line Ford, Inc.",
AUTONATION,AN Dealership Holding Corp.,
AUTONATION,"AN F. Imports of Atlanta, LLC",
AUTONATION,"AN F. Imports of Hawthorne Holding, LLC",
AUTONATION,"AN F. Imports of Hawthorne, LLC",
AUTONATION,"AN F. Imports of North Denver, LLC",
AUTONATION,"AN F. Imports of North Phoenix, Inc.",
AUTONATION,"AN F. Imports of Roseville Holding, LLC",
AUTONATION,"AN F. Imports of Roseville, Inc.",
AUTONATION,"AN Fort Myers Imports, LLC",
AUTONATION,"AN Fremont Luxury Imports, Inc.",
AUTONATION,"AN H. Imports of Atlanta, LLC",
AUTONATION,"AN Imports of Ft. Lauderdale, Inc.",
AUTONATION,"AN Imports of Seattle, Inc.",
AUTONATION,"AN Imports of Spokane, Inc.",
AUTONATION,"AN Imports of Stevens Creek Holding, LLC",
AUTONATION,"AN Imports of Stevens Creek, Inc.",
AUTONATION,"AN Imports on Weston Road, Inc.",
AUTONATION,"AN Luxury Imports GP, LLC",
AUTONATION,"AN Luxury Imports Holding, LLC",
AUTONATION,"AN Luxury Imports of Coconut Creek, Inc.",
AUTONATION,"AN Luxury Imports of Marietta, LLC",
AUTONATION,"AN Luxury Imports of Palm Beach, Inc.",
AUTONATION,"AN Luxury Imports of Pembroke Pines, Inc.",
AUTONATION,"AN Luxury Imports of Phoenix, Inc.",
AUTONATION,"AN Luxury Imports of San Diego, Inc.",
AUTONATION,"AN Luxury Imports of Sanford, LLC",
AUTONATION,"AN Luxury Imports of Sarasota, Inc.",
AUTONATION,"AN Luxury Imports of Spokane, Inc.",
AUTONATION,"AN Luxury Imports of Tucson, Inc.",
AUTONATION,"AN Luxury Imports, Ltd.",
AUTONATION,"AN Motors of Brooksville, Inc.",
AUTONATION,"AN Motors of Dallas, Inc.",
AUTONATION,"AN Motors of Delray Beach, Inc.",
AUTONATION,"AN Motors of Ft. Lauderdale, Inc.",
AUTONATION,"AN Motors of Memphis, Inc.",
AUTONATION,"AN Motors of Pembroke, LLC",
AUTONATION,"AN Motors of Scottsdale, LLC",
AUTONATION,"AN Motors on Federal Highway, LLC",
AUTONATION,"AN Motors on South Padre, LP",
AUTONATION,"AN North Phoenix Collision, Inc.",
AUTONATION,"AN Pontiac GMC Houston North GP, LLC",
AUTONATION,"AN Pontiac GMC Houston North, LP",
AUTONATION,"AN San Jose Luxury Imports Holdings, LLC",
AUTONATION,"AN San Jose Luxury Imports, Inc.",
AUTONATION,"AN Seattle Motors, Inc.",
AUTONATION,"AN Subaru Motors, Inc.",
AUTONATION,"AN T. Imports of Atlanta, LLC",
AUTONATION,"AN Texas Region Management, Ltd.",
AUTONATION,"AN Tucson Imports, LLC",
AUTONATION,"AN Valencia Auto Imports, Inc.",
AUTONATION,"AN Western Region Management, LLC",
AUTONATION,AN/CF Acquisition Corp.,
AUTONATION,"AN/KPBG Motors, Inc.",
AUTONATION,AN/MF Acquisition Corp.,
AUTONATION,AN/MNI Acquisition Corp.,
AUTONATION,AN/PF Acquisition Corp.,
AUTONATION,"ANSC-RE, Inc.",
AUTONATION,"ANUSA Holding, LLC",
AUTONATION,"Appleway Chevrolet, Inc.",
AUTONATION,"Arapahoe Imports, LLC",
AUTONATION,"Arapahoe Motors, LLC",
AUTONATION,ASE Motors Holding Corp.,
AUTONATION,"Auto Car Holding, LLC",
AUTONATION,"Auto Car, Inc.",
AUTONATION,"Auto Company 2023, Inc.",
AUTONATION,"Auto Company IX, Inc.",
AUTONATION,Auto Company UK Holdings Limited,
AUTONATION,"Auto Company VI, Inc.",
AUTONATION,"Auto Company VII, Inc.",
AUTONATION,"Auto Company VIII, Inc.",
AUTONATION,"Auto Company XI, Inc.",
AUTONATION,"Auto Company XII, Inc.",
AUTONATION,"Auto Company XIII, Inc.",
AUTONATION,"Auto Company XIV, Inc.",
AUTONATION,"Auto Company XIX, Inc.",
AUTONATION,"Auto Company XVII, Inc.",
AUTONATION,"Auto Company XXI, Inc.",
AUTONATION,"Auto Company XXII, Inc.",
AUTONATION,"Auto Company XXIII, Inc.",
AUTONATION,"Auto Company XXV, Inc.",
AUTONATION,"Auto Company XXVII, Inc.",
AUTONATION,"Auto Company XXVIII, Inc.",
AUTONATION,"Auto Dealership 2016-1, LLC",
AUTONATION,"Auto Dealership 2016-2, LLC",
AUTONATION,"Auto Dealership 2016-5, LLC",
AUTONATION,"Auto Dealership 2016-6, LLC",
AUTONATION,"Auto Dealership 2016-7, LLC",
AUTONATION,"Auto Dealership 2017-26, LLC",
AUTONATION,"Auto Dealership 2017-27, LLC",
AUTONATION,"Auto Dealership 2017-28, LLC",
AUTONATION,"Auto Dealership 2017-30, LLC",
AUTONATION,"Auto Dealership 2023-01, LLC",
AUTONATION,"Auto Dealership III, LLC",
AUTONATION,"Auto Dealership IV, LLC",
AUTONATION,"Auto Dealership IX, LLC",
AUTONATION,"Auto Dealership V, LLC",
AUTONATION,"Auto Dealership VI, LLC",
AUTONATION,"Auto Dealership VII, LLC",
AUTONATION,"Auto Dealership VIII, LLC",
AUTONATION,"Auto Dealership X, LLC",
AUTONATION,"Auto Dealership XXIII, LLC",
AUTONATION,"Auto Holdings, LLC",
AUTONATION,"Auto ICE, LLC",
AUTONATION,"Auto Mission Holding, LLC",
AUTONATION,Auto Mission Ltd.,
AUTONATION,"Auto Motors of Englewood, LLC",
AUTONATION,"Autohaus Holdings, Inc.",
AUTONATION,"AutoNation Benefits Company, Inc.",
AUTONATION,"AutoNation Cayman Insurance Company, Ltd.",
AUTONATION,"AutoNation Corporate Management, LLC",
AUTONATION,AutoNation Enterprises Incorporated,
AUTONATION,"AutoNation Finance Funding, LLC",
AUTONATION,"AutoNation Finance SP 2024-A, LLC",
AUTONATION,AutoNation Finance Trust 2025-1,
AUTONATION,AutoNation Finance Trust 2026-1,
AUTONATION,"AutoNation Financial Services, LLC",
AUTONATION,"AutoNation Fleet Services, LLC",
AUTONATION,"AutoNation Fort Worth Motors, Ltd.",
AUTONATION,"AutoNation GM GP, LLC",
AUTONATION,AutoNation Holding Corp.,
AUTONATION,"AutoNation Hosting Services, LLC",
AUTONATION,"AutoNation Imports of Katy GP, LLC",
AUTONATION,"AutoNation Imports of Katy, L.P.",
AUTONATION,"AutoNation Imports of Lithia Springs, LLC",
AUTONATION,"AutoNation Imports of Longwood, Inc.",
AUTONATION,"AutoNation Imports of Palm Beach, Inc.",
AUTONATION,"AutoNation Imports of Winter Park, Inc.",
AUTONATION,"AutoNation Insurance Services, LLC",
AUTONATION,AutoNation Motors Holding Corp.,
AUTONATION,"AutoNation Motors of Lithia Springs, Inc.",
AUTONATION,"AutoNation North Texas Management GP, LLC",
AUTONATION,"AutoNation Orlando Venture Holdings, Inc.",
AUTONATION,AutoNation Realty Corporation,
AUTONATION,"AutoNation USA of Perrine, Inc.",
AUTONATION,"AutoNation V. Imports of Delray Beach, LLC",
AUTONATION,"AutoNation.com, Inc.",
AUTONATION,"Bankston Auto, Inc.",
AUTONATION,"Bankston Chrysler Jeep of Frisco, L.P.",
AUTONATION,"Bankston CJ GP, LLC",
AUTONATION,"Bankston Ford of Frisco, Ltd. Co.",
AUTONATION,"Bankston Nissan in Irving, Inc.",
AUTONATION,"Bankston Nissan Lewisville GP, LLC",
AUTONATION,"Bankston Nissan Lewisville, Ltd.",
AUTONATION,Bargain Rent-A-Car,
AUTONATION,"Batfish, LLC",
AUTONATION,"BBCSS, Inc.",
AUTONATION,"Beach City Chevrolet Company, Inc.",
AUTONATION,"Beach City Holding, LLC",
AUTONATION,"Beacon Motors, Inc.",
AUTONATION,"Belair Imports, LLC",
AUTONATION,"Bell Motors, LLC",
AUTONATION,"Bellevue Automotive, Inc.",
AUTONATION,"Bellevue Collision, Inc.",
AUTONATION,"Bengal Motor Company, Ltd.",
AUTONATION,"Bengal Motors, Inc.",
AUTONATION,"Bethesda Luxury Imports, LLC",
AUTONATION,"Bill Ayares Chevrolet, LLC",
AUTONATION,"Bledsoe Dodge, LLC",
AUTONATION,"Bob Townsend Ford, Inc.",
AUTONATION,Body Shop Holding Corp.,
AUTONATION,"Boise ANUSA, LLC",
AUTONATION,"Brown & Brown Chevrolet - Superstition Springs, LLC",
AUTONATION,"Brown & Brown Chevrolet, Inc.",
AUTONATION,"Brown & Brown Nissan Mesa, L.L.C.",
AUTONATION,"Brown & Brown Nissan, Inc.",
AUTONATION,"Buena Park Luxury Imports, Inc.",
AUTONATION,"Bull Motors, LLC",
AUTONATION,"C. Garrett, Inc.",
AUTONATION,"CarCountry Motors, Inc.",
AUTONATION,"CarCountry VW Imports, Inc.",
AUTONATION,"Carlisle Motors, LLC",
AUTONATION,"Carlsbad HY Imports, Inc.",
AUTONATION,"Carwell Holding, LLC",
AUTONATION,"Carwell, LLC",
AUTONATION,"Centennial Automotive, LLC",
AUTONATION,"Centennial Collision, Inc.",
AUTONATION,"Cerritos Body Works Holding, LLC",
AUTONATION,"Cerritos Body Works, Inc.",
AUTONATION,"Champion Ford, Inc.",
AUTONATION,"Chandler ANUSA, LLC",
AUTONATION,"Chandler Collision, Inc.",
AUTONATION,"Charleston ANUSA, LLC",
AUTONATION,"Charlie Hillard, Inc.",
AUTONATION,"Charlie Thomas Chevrolet GP, LLC",
AUTONATION,"Charlie Thomas Chevrolet, Ltd.",
AUTONATION,"Charlie Thomas Chrysler-Plymouth, Inc.",
AUTONATION,"Charlie Thomas' Courtesy Ford, Ltd.",
AUTONATION,"Charlie Thomas' Courtesy GP, LLC",
AUTONATION,"Charlie Thomas F. GP, LLC",
AUTONATION,"Charlie Thomas Ford, Ltd.",
AUTONATION,"Charlotte ANUSA, LLC",
AUTONATION,"Chesrown Chevrolet, LLC",
AUTONATION,"Chesrown Collision Center, Inc.",
AUTONATION,"Chesrown Ford, Inc.",
AUTONATION,"Chevrolet World, Inc.",
AUTONATION,"Chuck Clancy Ford of Marietta, LLC",
AUTONATION,"CIG Auto Funding 2016-A, LLC",
AUTONATION,"CIG Auto Funding 2022-A, LLC",
AUTONATION,CIG Auto Receivables Trust 2021-1,
AUTONATION,"CIG Auto Receivables, LLC",
AUTONATION,"CIG Financial, LLC",
AUTONATION,"CJ Valencia Holding, LLC",
AUTONATION,"Cleveland ANUSA, LLC",
AUTONATION,"CO CDJR Motors, LLC",
AUTONATION,"Coastal Cadillac, Inc.",
AUTONATION,"Colorado Springs ANUSA, LLC",
AUTONATION,"Contemporary Cars, Inc.",
AUTONATION,"Cook-Whitehead Ford, Inc.",
AUTONATION,"Corporate Properties Holding, Inc.",
AUTONATION,"Corpus Christi ANUSA, LLC",
AUTONATION,"Corpus Christi Collision Center, Inc.",
AUTONATION,"Costa Mesa Cars Holding, LLC",
AUTONATION,"Costa Mesa Cars, Inc.",
AUTONATION,"Country Drive CDJR Motors, Inc.",
AUTONATION,"Courtesy Auto Group, Inc.",
AUTONATION,"Covington Pike Motors, Inc.",
AUTONATION,"Creekside Imports, Inc.",
AUTONATION,"CT Intercontinental GP, LLC",
AUTONATION,"CT Intercontinental, Ltd.",
AUTONATION,"CT Motors, Inc.",
AUTONATION,"Cub 949 Holdings, Inc.",
AUTONATION,D/L Motor Company,
AUTONATION,Dealership Realty Corporation,
AUTONATION,"Delray Luxury Imports, Inc.",
AUTONATION,"Denton ANUSA, LLC",
AUTONATION,"Denver 104 ANUSA, LLC",
AUTONATION,"Denver Broadway ANUSA, LLC",
AUTONATION,"Desert Buick-GMC Trucks, L.L.C.",
AUTONATION,"Desert Chrysler-Plymouth, Inc.",
AUTONATION,"Desert Dodge, Inc.",
AUTONATION,"Desert GMC, L.L.C.",
AUTONATION,"Digital Marketplace Solutions, LLC",
AUTONATION,"Dobbs Ford of Memphis, Inc.",
AUTONATION,"Dobbs Ford, Inc.",
AUTONATION,"Dobbs Mobile Bay, Inc.",
AUTONATION,"Dobbs Motors of Arizona, Inc.",
AUTONATION,"Don Mealey Chevrolet, Inc.",
AUTONATION,"Don Mealey Imports, Inc.",
AUTONATION,"Don-A-Vee Jeep Eagle, Inc.",
AUTONATION,"Driver's Mart Worldwide, Inc.",
AUTONATION,"East Fort Worth ANUSA, LLC",
AUTONATION,"Eastern Region Management, LLC",
AUTONATION,"Eastgate Ford, Inc.",
AUTONATION,"Ed Mullinax Ford, LLC",
AUTONATION,"Edgren Motor Company, Inc.",
AUTONATION,"Edgren Motor Holding, LLC",
AUTONATION,"El Monte Imports Holding, LLC",
AUTONATION,"El Monte Imports, Inc.",
AUTONATION,"El Monte Motors Holding, LLC",
AUTONATION,"El Monte Motors, Inc.",
AUTONATION,"Emich Subaru West, LLC",
AUTONATION,"Empire Services Agency, Inc.",
AUTONATION,"Financial Services GP, LLC",
AUTONATION,First Team Automotive Corp.,
AUTONATION,"First Team Ford of Manatee, Ltd.",
AUTONATION,"First Team Ford, Ltd.",
AUTONATION,"First Team Management, Inc.",
AUTONATION,"Fit Kit Holding, LLC",
AUTONATION,"Fit Kit, Inc.",
AUTONATION,Florida Auto Corp.,
AUTONATION,"Ford of Kirkland, Inc.",
AUTONATION,"Fort Myers ANUSA, LLC",
AUTONATION,"Fox Chevrolet, LLC",
AUTONATION,"Fox Motors, LLC",
AUTONATION,"Fred Oakley Motors, Inc.",
AUTONATION,"Fremont Luxury Imports Holding, LLC",
AUTONATION,"G.B. Import Sales & Service Holding, LLC",
AUTONATION,"G.B. Import Sales & Service, LLC",
AUTONATION,"GA CDJR Motors, LLC",
AUTONATION,"GA Columbus Imports, LLC",
AUTONATION,"GA H Imports, LLC",
AUTONATION,"GA HY Imports, LLC",
AUTONATION,"GA-CC Columbus, Inc.",
AUTONATION,"GA-HYG Imports, Inc.",
AUTONATION,"GA-VW Imports, Inc.",
AUTONATION,"Gene Evans Ford, LLC",
AUTONATION,"George Sutherlin Nissan, LLC",
AUTONATION,"Germantown Luxury Imports, LLC",
AUTONATION,"Gilbert Body Shop, Inc.",
AUTONATION,"Government Boulevard Motors, Inc.",
AUTONATION,"Greensboro ANUSA, LLC",
AUTONATION,"Gulf Management, Inc.",
AUTONATION,"Harbor Boulevard Imports, Inc.",
AUTONATION,"Hayward Dodge, Inc.",
AUTONATION,"Henderson ANUSA, LLC",
AUTONATION,"Henderson Collision, Inc.",
AUTONATION,"Henderson Luxury Imports, Inc.",
AUTONATION,"HH-A Luxury Imports, Inc.",
AUTONATION,"HH-CDJR Motors, Inc.",
AUTONATION,"HH-Collision, Inc.",
AUTONATION,"HH-HYG Imports, Inc.",
AUTONATION,"HH-JLR Luxury Imports, Inc.",
AUTONATION,"HH-P Luxury Imports, Inc.",
AUTONATION,"HH-S Imports, Inc.",
AUTONATION,"HH-VW Imports, Inc.",
AUTONATION,"Hillard Auto Group, Inc.",
AUTONATION,"Hilton Head ANUSA, LLC",
AUTONATION,"Hollywood Imports Limited, Inc.",
AUTONATION,"Horizon Chevrolet, Inc.",
AUTONATION,"House of Imports Holding, LLC",
AUTONATION,"House of Imports, Inc.",
AUTONATION,"Houston ANUSA, LLC",
AUTONATION,"Houston Auto M. Imports Greenway, Ltd.",
AUTONATION,"Houston Auto M. Imports North, Ltd.",
AUTONATION,"Houston Imports Greenway GP, LLC",
AUTONATION,"Houston Imports North GP, LLC",
AUTONATION,"HV Body Shop, LLC",
AUTONATION,"HV York Road Imports, LLC",
AUTONATION,"HVA Imports, LLC",
AUTONATION,"HVC Motors, LLC",
AUTONATION,"HVJLR Luxury Imports, LLC",
AUTONATION,"HVM Imports, LLC",
AUTONATION,"HVP Luxury Imports, LLC",
AUTONATION,"HVS Motors, LLC",
AUTONATION,"HVVW Motors, LLC",
AUTONATION,"HYG Country Drive Imports, Inc.",
AUTONATION,"Imports on Automotive Drive, LLC",
AUTONATION,"Imports on Paseo Del Norte, Inc.",
AUTONATION,"Imports on PCH, Inc.",
AUTONATION,"Irvine Imports Holding, LLC",
AUTONATION,"Irvine Imports, Inc.",
AUTONATION,"Jacksonville ANUSA, LLC",
AUTONATION,"Jemautco, Inc.",
AUTONATION,"Jerry Gleason Chevrolet, Inc.",
AUTONATION,Jim Quinlan Chevrolet Co.,
AUTONATION,Joe MacPherson Ford,
AUTONATION,Joe MacPherson Imports No. I,
AUTONATION,Joe MacPherson Infiniti,
AUTONATION,"Joe MacPherson Infiniti Holding, LLC",
AUTONATION,"John M. Lance Ford, LLC",
AUTONATION,J-R Motors Company North,
AUTONATION,J-R Motors Company South,
AUTONATION,"JRJ Investments, Inc.",
AUTONATION,"Katy ANUSA, LLC",
AUTONATION,"Kennesaw ANUSA, LLC",
AUTONATION,"Kenyon Dodge, Inc.",
AUTONATION,"King's Crown Ford, Inc.",
AUTONATION,"KVAL Imports, Inc.",
AUTONATION,"L.P. Evans Motors WPB, Inc.",
AUTONATION,"L.P. Evans Motors, Inc.",
AUTONATION,"Lance Children, Inc.",
AUTONATION,"Las Vegas ANUSA, LLC",
AUTONATION,"Leesburg Imports, LLC",
AUTONATION,"Leesburg Motors, LLC",
AUTONATION,"Les Marks Chevrolet, Inc.",
AUTONATION,"Lew Webb's Ford, Inc.",
AUTONATION,"Lew Webb's Irvine Nissan Holding, LLC",
AUTONATION,"Lew Webb's Irvine Nissan, Inc.",
AUTONATION,"Lewisville Collision, Inc.",
AUTONATION,"Lewisville Imports GP, LLC",
AUTONATION,"Lewisville Imports, Ltd.",
AUTONATION,"Lot 4 Real Estate Holdings, LLC",
AUTONATION,"Luxury Imports of Chicago, Inc.",
AUTONATION,"Luxury Imports of Portland, Inc.",
AUTONATION,"Luxury Motors of Chicago, Inc.",
AUTONATION,"Luxury Orlando Imports, Inc.",
AUTONATION,"Luxury Woodlands Imports, Inc.",
AUTONATION,"Lynnwood ANUSA, LLC",
AUTONATION,MacHoward Leasing,
AUTONATION,"MacHoward Leasing Holding, LLC",
AUTONATION,"MacPherson Enterprises, Inc.",
AUTONATION,Magic Acquisition Corp.,
AUTONATION,"Magic Acquisition Holding, LLC",
AUTONATION,"Maitland Luxury Imports, Inc.",
AUTONATION,"Marks Family Dealerships, Inc.",
AUTONATION,"Marks Transport, Inc.",
AUTONATION,"MC/RII, LLC",
AUTONATION,"Mealey Holdings, Inc.",
AUTONATION,"Mesa Collision, Inc.",
AUTONATION,"Midway Chevrolet, Inc.",
AUTONATION,"Mike Hall Chevrolet, Inc.",
AUTONATION,"Mike Shad Chrysler Plymouth Jeep Eagle, Inc.",
AUTONATION,"Mike Shad Ford, Inc.",
AUTONATION,"Mission Blvd. Motors, Inc.",
AUTONATION,"Mobile ANUSA, LLC",
AUTONATION,"Mobile Imports, LLC",
AUTONATION,"Mobility B2B, LLC",
AUTONATION,"Mobility B2C, LLC",
AUTONATION,"Mobility Holding, Inc.",
AUTONATION,"Mortimer Collision, LLC",
AUTONATION,"Mr. Wheels Holding, LLC",
AUTONATION,"Mr. Wheels Solutions, LLC",
AUTONATION,"Mr. Wheels, Inc.",
AUTONATION,"Mullinax East, LLC",
AUTONATION,"Mullinax Ford North Canton, Inc.",
AUTONATION,"Mullinax Ford South, Inc.",
AUTONATION,Mullinax Insurance Agency,
AUTONATION,"Mullinax Used Cars, Inc.",
AUTONATION,"MVAL Imports, Inc.",
AUTONATION,"Naperville Imports, Inc.",
AUTONATION,"Newport Beach Cars Holding, LLC",
AUTONATION,"Newport Beach Cars, LLC",
AUTONATION,"Nichols Ford, Ltd.",
AUTONATION,"Nichols GP, LLC",
AUTONATION,"Nissan of Brandon, Inc.",
AUTONATION,"North Austin ANUSA, LLC",
AUTONATION,"North Lauderdale ANUSA, LLC",
AUTONATION,"Northpoint Chevrolet, LLC",
AUTONATION,"Northwest Financial Group, Inc.",
AUTONATION,"NY LNR Luxury Imports, Inc.",
AUTONATION,"NY Luxury Motors of Mt. Kisco, Inc.",
AUTONATION,"NY MT. Kisco Luxury Imports, Inc.",
AUTONATION,"NY Palisades Luxury Imports, Inc.",
AUTONATION,"NY White Plains Luxury Imports, Inc.",
AUTONATION,"Orlando Sanford ANUSA, LLC",
AUTONATION,"Owings Mills Luxury Imports, LLC",
AUTONATION,"Oxnard European Motors, LLC",
AUTONATION,"Oxnard Venture Holdings, Inc.",
AUTONATION,"Payton-Wright Ford Sales, Inc.",
AUTONATION,"Pembroke Motors, Inc.",
AUTONATION,"Performance Imports of Belair, LLC",
AUTONATION,Peyton Cramer Automotive,
AUTONATION,"Peyton Cramer Automotive Holding, LLC",
AUTONATION,"Peyton Cramer F. Holding, LLC",
AUTONATION,Peyton Cramer Ford,
AUTONATION,Peyton Cramer Infiniti,
AUTONATION,"Peyton Cramer Infiniti Holding, LLC",
AUTONATION,Peyton Cramer Jaguar,
AUTONATION,"Peyton Cramer LM Holding, LLC",
AUTONATION,"Phoenix ANUSA, LLC",
AUTONATION,"Phoenix Avondale ANUSA, LLC",
AUTONATION,Pierce Automotive Corporation,
AUTONATION,"Pierce, LLC",
AUTONATION,"Pitre Chrysler-Plymouth-Jeep of Scottsdale, Inc.",
AUTONATION,"Plains Chevrolet GP, LLC",
AUTONATION,"Plains Chevrolet, Ltd.",
AUTONATION,"Plano ANUSA, LLC",
AUTONATION,"Plano Collision, Inc.",
AUTONATION,"Port City Imports, Inc.",
AUTONATION,"Prime Auto Cosmetics, Inc.",
AUTONATION,"Prime Auto Resources, Inc.",
AUTONATION,"Prosper Imports, Inc.",
AUTONATION,"Quality Nissan GP, LLC",
AUTONATION,"Quinlan Motors, Inc.",
AUTONATION,R. Coop Limited,
AUTONATION,"R.L. Buscher II, Inc.",
AUTONATION,"R.L. Buscher III, Inc.",
AUTONATION,"Real Estate Holdings, Inc.",
AUTONATION,"Renton H Imports, Inc.",
AUTONATION,"RepairSmith, Inc.",
AUTONATION,Republic Resources Company,
AUTONATION,"Republic Risk Management Services, Inc.",
AUTONATION,"Resources Aviation, Inc.",
AUTONATION,RI Merger Corp.,
AUTONATION,RI/BB Acquisition Corp.,
AUTONATION,RI/BBNM Acquisition Corp.,
AUTONATION,RI/Hollywood Nissan Acquisition Corp.,
AUTONATION,RI/LLC Acquisition Corp.,
AUTONATION,"RI/RMC Acquisition GP, LLC",
AUTONATION,"RI/RMC Acquisition, Ltd.",
AUTONATION,"RI/RMT Acquisition GP, LLC",
AUTONATION,"RI/RMT Acquisition, Ltd.",
AUTONATION,RI/WFI Acquisition Corporation,
AUTONATION,"RKR Motors, Inc.",
AUTONATION,"Rockville Luxury Imports, LLC",
AUTONATION,Roseville Motor Corporation,
AUTONATION,"Roseville Motor Holding, LLC",
AUTONATION,"RS Holdings, Inc.",
AUTONATION,"Sahara Imports, Inc.",
AUTONATION,"Sahara Nissan, Inc.",
AUTONATION,"Salt Lake ANUSA, LLC",
AUTONATION,"San Antonio ANUSA, LLC",
AUTONATION,"SC-HYG Imports, Inc.",
AUTONATION,"SC-JLR Luxury Imports, Inc.",
AUTONATION,"Shamrock F. Holding, LLC",
AUTONATION,Six Jays LLC,
AUTONATION,"SMI Motors Holding, LLC",
AUTONATION,"SMI Motors, Inc.",
AUTONATION,"South Broadway Motors, LLC",
AUTONATION,"South Houston ANUSA, LLC",
AUTONATION,"Southwest Motors of Denver, LLC",
AUTONATION,"St. Louis ANUSA, LLC",
AUTONATION,"Star Motors, LLC",
AUTONATION,"Steakley Chevrolet GP, LLC",
AUTONATION,"Steakley Chevrolet, Ltd.",
AUTONATION,"Steve Moore Chevrolet Delray, LLC",
AUTONATION,"Steve Moore Chevrolet, LLC",
AUTONATION,"Stevens Creek Holding, LLC",
AUTONATION,"Stevens Creek Luxury Imports Holding, LLC",
AUTONATION,"Stevens Creek Luxury Imports, Inc.",
AUTONATION,"Stevens Creek Motors, Inc.",
AUTONATION,"Sunrise Nissan of Jacksonville, Inc.",
AUTONATION,"Sunrise Nissan of Orange Park, Inc.",
AUTONATION,"Sunset Pontiac-GMC Truck South, Inc.",
AUTONATION,"Sunset Pontiac-GMC, Inc.",
AUTONATION,"Sutherlin Chrysler-Plymouth Jeep-Eagle, LLC",
AUTONATION,"Sutherlin H. Imports, LLC",
AUTONATION,"Sutherlin Imports, LLC",
AUTONATION,"Sutherlin Nissan, LLC",
AUTONATION,"SVAL Imports, Inc.",
AUTONATION,Tasha Incorporated,
AUTONATION,"Tempe Body Shop, Inc.",
AUTONATION,"Terry York Motor Cars Holding, LLC",
AUTONATION,"Terry York Motor Cars, Ltd.",
AUTONATION,"Texan Ford Sales, Ltd.",
AUTONATION,"Texan Ford, Inc.",
AUTONATION,"Texan Sales GP, LLC",
AUTONATION,"Texas Management Companies LP, LLC",
AUTONATION,"The Pierce Corporation II, Inc.",
AUTONATION,Tier2 Corporation,
AUTONATION,"Tinley Park A. Imports, Inc.",
AUTONATION,"Tinley Park J. Imports, Inc.",
AUTONATION,"Tinley Park V. Imports, Inc.",
