source,target,weight,source_firsts,target_firsts,tie_count,shared_bills,net_temporal,balanced
LINCOLN NATIONAL,USAA,0.076667,0,0,1,1,0,1
VERIZON,LINCOLN NATIONAL,0.018803,1,0,1,2,1,0
LINCOLN NATIONAL,VOYA FINANCIAL,0.126121,2,0,0,2,2,0
WELLS FARGO,LINCOLN NATIONAL,0.045688,1,0,1,2,1,0
LINCOLN NATIONAL,WINDSTREAM HOLDINGS,0.004776,0,0,1,1,0,1
LOCKHEED MARTIN,LOEWS,0.050753,1,0,2,3,1,0
LOCKHEED MARTIN,LUMEN TECHNOLOGIES,0.018634,0,0,1,1,0,1
LOCKHEED MARTIN,MARATHON OIL,0.002066,1,0,0,1,1,0
LOCKHEED MARTIN,MARATHON PETROLEUM,0.004989,1,0,1,2,1,0
LOCKHEED MARTIN,MASCO,0.327135,1,0,1,2,1,0
LOCKHEED MARTIN,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.016326,2,0,0,2,2,0
LOCKHEED MARTIN,METLIFE,0.084698,0,0,1,1,0,1
LOCKHEED MARTIN,MICROSOFT,0.011416,2,0,2,4,2,0
LOCKHEED MARTIN,MUTUAL OF OMAHA INSURANCE,0.000247,0,0,1,1,0,1
LOCKHEED MARTIN,NORFOLK SOUTHERN,0.002321,0,0,4,4,0,1
NORTHERN TRUST,LOCKHEED MARTIN,0.03869,1,0,1,2,1,0
LOCKHEED MARTIN,NORTHROP GRUMMAN,0.060676,1,0,7,8,1,0
NORTHWESTERN MUTUAL,LOCKHEED MARTIN,0.06988,2,1,1,4,1,0
LOCKHEED MARTIN,OCCIDENTAL PETROLEUM,0.17524,1,0,1,2,1,0
LOCKHEED MARTIN,OLIN,0.01566,1,0,0,1,1,0
LOCKHEED MARTIN,ONEOK,0.018634,1,0,0,1,1,0
ORACLE,LOCKHEED MARTIN,0.02283,3,0,2,5,3,0
PEPSICO,LOCKHEED MARTIN,0.021417,1,0,2,3,1,0
LOCKHEED MARTIN,PG&E,0.004659,1,0,1,2,1,0
LOCKHEED MARTIN,PHILLIPS 66,0.067658,0,0,3,3,0,1
LOCKHEED MARTIN,PPG INDUSTRIES,0.065155,1,0,3,4,1,0
LOCKHEED MARTIN,PPL,0.165949,2,2,1,5,0,1
LOCKHEED MARTIN,PRINCIPAL FINANCIAL,0.006389,0,0,1,1,0,1
PRUDENTIAL FINANCIAL,LOCKHEED MARTIN,0.210355,1,0,2,3,1,0
LOCKHEED MARTIN,PUBLIC SERVICE ENTERPRISE GROUP,0.004235,1,1,0,2,0,1
LOCKHEED MARTIN,QUALCOMM,0.119614,0,0,2,2,0,1
LOCKHEED MARTIN,RAYTHEON,0.360776,0,0,8,8,0,1
LOCKHEED MARTIN,ROCKWELL COLLINS,0.004559,1,0,2,3,1,0
SEMPRA ENERGY,LOCKHEED MARTIN,0.027227,2,0,1,3,2,0
SOUTHERN,LOCKHEED MARTIN,0.134947,2,1,1,4,1,0
LOCKHEED MARTIN,SOUTHWEST AIRLINES,0.007719,0,0,3,3,0,1
LOCKHEED MARTIN,STATE FARM INSURANCE,0.191129,0,0,3,3,0,1
LOCKHEED MARTIN,TARGET,0.110701,0,0,1,1,0,1
TRAVELERS,LOCKHEED MARTIN,0.075723,1,0,2,3,1,0
LOCKHEED MARTIN,U.S. BANCORP,0.003474,1,0,0,1,1,0
LOCKHEED MARTIN,UNION PACIFIC,0.004559,0,0,3,3,0,1
LOCKHEED MARTIN,UNITED AIRLINES HOLDINGS,0.003533,0,0,3,3,0,1
LOCKHEED MARTIN,UNITED PARCEL SERVICE,0.001643,0,0,1,1,0,1
LOCKHEED MARTIN,UNITED STATES STEEL,0.018634,0,0,1,1,0,1
LOCKHEED MARTIN,UNITED TECHNOLOGIES,0.033573,2,1,4,7,1,0
LOCKHEED MARTIN,USAA,0.003247,0,0,1,1,0,1
LOCKHEED MARTIN,VERIZON,0.123515,1,0,2,3,1,0
LOCKHEED MARTIN,VISA,0.044549,3,0,0,3,3,0
LOCKHEED MARTIN,WELLS FARGO,0.193443,4,1,3,8,3,0
LOCKHEED MARTIN,WEYERHAEUSER,0.004303,0,0,4,4,0,1
LOCKHEED MARTIN,WHIRLPOOL,0.163875,0,0,3,3,0,1
LOCKHEED MARTIN,WINDSTREAM HOLDINGS,0.078309,0,0,3,3,0,1
XCEL ENERGY,LOCKHEED MARTIN,0.194696,1,0,1,2,1,0
LOEWS,MARATHON OIL,0.019385,2,0,0,2,2,0
LOEWS,MARRIOTT INTERNATIONAL,0.03589,2,1,3,6,1,0
LOEWS,MARSH & MCLENNAN,0.020103,2,0,0,2,2,0
LOEWS,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.014639,1,0,1,2,1,0
METLIFE,LOEWS,0.088731,2,0,0,2,2,0
LOEWS,MGM RESORTS INTERNATIONAL,0.014093,2,2,2,6,0,1
MUTUAL OF OMAHA INSURANCE,LOEWS,0.060026,1,0,0,1,1,0
NATIONWIDE,LOEWS,0.014639,1,0,1,2,1,0
NORFOLK SOUTHERN,LOEWS,0.041265,2,0,3,5,2,0
NORTHROP GRUMMAN,LOEWS,0.039661,1,0,1,2,1,0
LOEWS,OCCIDENTAL PETROLEUM,0.033201,1,1,0,2,0,1
LOEWS,PG&E,0.002847,1,0,1,2,1,0
LOEWS,PPL,0.004747,1,0,0,1,1,0
PRINCIPAL FINANCIAL,LOEWS,0.041752,1,0,1,2,1,0
QUALCOMM,LOEWS,0.044365,1,0,0,1,1,0
SEMPRA ENERGY,LOEWS,0.046861,4,0,0,4,4,0
LOEWS,SOUTHERN,0.025191,0,0,1,1,0,1
STATE FARM INSURANCE,LOEWS,0.104814,2,1,1,4,1,0
TARGET,LOEWS,0.035886,1,0,0,1,1,0
TRAVELERS,LOEWS,0.054052,2,0,1,3,2,0
UNION PACIFIC,LOEWS,0.060026,1,0,0,1,1,0
UNITED STATES STEEL,LOEWS,0.018634,1,0,0,1,1,0
USAA,LOEWS,0.076269,3,0,0,3,3,0
VERIZON,LOEWS,0.006388,1,0,0,1,1,0
LOEWS,VISA,0.098045,2,1,0,3,1,0
LOEWS,WALT DISNEY,0.004401,1,1,0,2,0,1
LOEWS,WILLIAMS,0.19944,0,0,3,3,0,1
WINDSTREAM HOLDINGS,LOEWS,0.094898,2,0,0,2,2,0
XCEL ENERGY,LOEWS,0.044365,1,0,0,1,1,0
LOWE'S,MICROSOFT,0.033201,0,0,1,1,0,1
LOWE'S,RAYTHEON,0.022108,0,0,1,1,0,1
RITE AID,LOWE'S,0.014027,1,0,0,1,1,0
LOWE'S,SIMON PROPERTY GROUP,0.2775,0,0,2,2,0,1
LOWE'S,TARGET,0.493532,1,0,1,2,1,0
LOWE'S,TENET HEALTHCARE,0.003474,0,0,3,3,0,1
UNITED PARCEL SERVICE,LOWE'S,0.008016,1,0,1,2,1,0
LOWE'S,VERIZON,0.426858,0,0,3,3,0,1
YUM BRANDS,LOWE'S,0.052335,1,0,1,2,1,0
LUMEN TECHNOLOGIES,OWENS-ILLINOIS,0.004542,0,0,1,1,0,1
LUMEN TECHNOLOGIES,PPL,0.018634,0,0,1,1,0,1
LUMEN TECHNOLOGIES,ROCKWELL COLLINS,0.018634,0,0,1,1,0,1
LUMEN TECHNOLOGIES,TARGET,0.010552,0,0,1,1,0,1
LUMEN TECHNOLOGIES,WALT DISNEY,0.048361,2,0,1,3,2,0
LUMEN TECHNOLOGIES,WINDSTREAM HOLDINGS,0.015094,0,0,3,3,0,1
MARATHON OIL,MERCK,0.003247,0,0,1,1,0,1
MARATHON OIL,MUTUAL OF OMAHA INSURANCE,0.034916,0,0,1,1,0,1
MARATHON OIL,NATIONAL OILWELL VARCO,0.01566,0,0,1,1,0,1
MARATHON OIL,NATIONWIDE,0.004066,1,0,0,1,1,0
MARATHON OIL,NAVIENT,0.055279,0,0,1,1,0,1
MARATHON OIL,NCR,0.034835,0,0,1,1,0,1
MARATHON OIL,NEXTERA ENERGY,0.000247,0,0,1,1,0,1
MARATHON OIL,NORFOLK SOUTHERN,0.016281,0,0,1,1,0,1
ORACLE,MARATHON OIL,0.004066,1,0,0,1,1,0
MARATHON OIL,OWENS & MINOR,0.048861,0,0,1,1,0,1
MARATHON OIL,PEABODY ENERGY,0.028477,1,0,1,2,1,0
PPG INDUSTRIES,MARATHON OIL,0.001598,1,0,0,1,1,0
MARATHON OIL,PRINCIPAL FINANCIAL,0.046008,0,0,1,1,0,1
MARATHON OIL,PUBLIC SERVICE ENTERPRISE GROUP,0.002066,0,0,1,1,0,1
MARATHON OIL,SEMPRA ENERGY,0.002111,1,0,1,2,1,0
MARATHON OIL,SOUTHERN,0.006389,0,0,1,1,0,1
MARATHON OIL,TENET HEALTHCARE,0.019522,0,0,1,1,0,1
MARATHON OIL,UNION PACIFIC,0.00673,1,0,0,1,1,0
MARATHON OIL,UNITED AIRLINES HOLDINGS,0.061668,0,0,1,1,0,1
MARATHON OIL,VERIZON,0.000247,0,0,1,1,0,1
MARATHON OIL,WEC ENERGY GROUP,0.01566,0,0,1,1,0,1
MARATHON PETROLEUM,PG&E,0.000819,0,0,1,1,0,1
MARATHON PETROLEUM,PHILLIPS 66,0.378079,2,2,4,8,0,1
MARATHON PETROLEUM,PPG INDUSTRIES,0.001847,0,0,1,1,0,1
MARSH & MCLENNAN,MARRIOTT INTERNATIONAL,0.006011,3,0,0,3,3,0
MARRIOTT INTERNATIONAL,MERCK,8.1e-05,0,0,1,1,0,1
MARRIOTT INTERNATIONAL,MGM RESORTS INTERNATIONAL,0.353028,4,0,2,6,4,0
MICROSOFT,MARRIOTT INTERNATIONAL,0.000633,1,0,0,1,1,0
NATIONWIDE,MARRIOTT INTERNATIONAL,0.016115,2,0,0,2,2,0
NORFOLK SOUTHERN,MARRIOTT INTERNATIONAL,0.011397,2,0,1,3,2,0
NORTHROP GRUMMAN,MARRIOTT INTERNATIONAL,8.1e-05,1,0,0,1,1,0
ORACLE,MARRIOTT INTERNATIONAL,0.0039,1,0,0,1,1,0
MARRIOTT INTERNATIONAL,PEPSICO,8.1e-05,0,0,1,1,0,1
PPG INDUSTRIES,MARRIOTT INTERNATIONAL,0.000149,2,0,0,2,2,0
PRINCIPAL FINANCIAL,MARRIOTT INTERNATIONAL,0.031596,2,0,0,2,2,0
QUALCOMM,MARRIOTT INTERNATIONAL,0.0039,1,0,0,1,1,0
RAYTHEON,MARRIOTT INTERNATIONAL,8.1e-05,1,0,0,1,1,0
MARRIOTT INTERNATIONAL,STATE FARM INSURANCE,0.002758,0,0,2,2,0,1
TEXAS INSTRUMENTS,MARRIOTT INTERNATIONAL,0.022442,2,0,2,4,2,0
MARRIOTT INTERNATIONAL,UNITED AIRLINES HOLDINGS,0.001558,0,0,2,2,0,1
USAA,MARRIOTT INTERNATIONAL,0.016115,1,0,0,1,1,0
VERIZON,MARRIOTT INTERNATIONAL,0.062135,1,0,2,3,1,0
MARRIOTT INTERNATIONAL,WALT DISNEY,0.132032,2,1,0,3,1,0
MARSH & MCLENNAN,MCDONALD'S,0.057864,1,0,0,1,1,0
MARSH & MCLENNAN,MGM RESORTS INTERNATIONAL,0.014093,1,0,0,1,1,0
MARSH & MCLENNAN,MOTOROLA SOLUTIONS,0.063875,1,0,0,1,1,0
ORACLE,MARSH & MCLENNAN,0.063875,1,0,0,1,1,0
PRINCIPAL FINANCIAL,MARSH & MCLENNAN,0.006011,3,1,0,4,2,0
MARSH & MCLENNAN,PRUDENTIAL FINANCIAL,0.1,0,0,1,1,0,1
MARSH & MCLENNAN,QUALCOMM,0.040845,0,0,1,1,0,1
MARSH & MCLENNAN,REPUBLIC SERVICES,0.02303,0,0,1,1,0,1
MARSH & MCLENNAN,TEXAS INSTRUMENTS,0.063875,0,0,1,1,0,1
USAA,MARSH & MCLENNAN,0.063875,1,0,1,2,1,0
MARSH & MCLENNAN,XEROX,0.057864,0,0,1,1,0,1
MASSACHUSETTS MUTUAL LIFE INSURANCE,MASCO,0.002685,1,0,0,1,1,0
MASCO,MOTOROLA SOLUTIONS,0.0107,1,0,0,1,1,0
NORTHWESTERN MUTUAL,MASCO,0.024793,1,0,0,1,1,0
ONEOK,MASCO,0.104542,1,0,0,1,1,0
MASCO,OWENS-ILLINOIS,0.051546,0,0,1,1,0,1
MASCO,PG&E,0.006159,0,0,1,1,0,1
PNC FINANCIAL SERVICES,MASCO,0.002685,1,0,0,1,1,0
MASCO,PRUDENTIAL FINANCIAL,0.174451,1,1,1,3,0,1
RAYTHEON,MASCO,0.360336,1,0,1,2,1,0
REGIONS FINANCIAL,MASCO,0.002685,1,0,0,1,1,0
MASCO,VERIZON,0.110701,1,1,0,2,0,1
WELLS FARGO,MASCO,0.074576,2,0,1,3,2,0
MASCO,WHIRLPOOL,0.040845,1,0,0,1,1,0
METLIFE,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.086968,3,2,6,11,1,0
MASSACHUSETTS MUTUAL LIFE INSURANCE,MUTUAL OF OMAHA INSURANCE,0.003639,1,1,1,3,0,1
NATIONWIDE,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.00284,1,0,1,2,1,0
MASSACHUSETTS MUTUAL LIFE INSURANCE,NEW YORK LIFE INSURANCE,0.010836,4,0,5,9,4,0
NORFOLK SOUTHERN,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.000211,2,0,0,2,2,0
NORTHROP GRUMMAN,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.016281,1,0,0,1,1,0
NORTHWESTERN MUTUAL,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.043365,2,0,9,11,2,0
OCCIDENTAL PETROLEUM,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.003474,1,0,0,1,1,0
MASSACHUSETTS MUTUAL LIFE INSURANCE,PG&E,0.002066,1,0,0,1,1,0
MASSACHUSETTS MUTUAL LIFE INSURANCE,PNC FINANCIAL SERVICES,0.014433,2,1,3,6,1,0
MASSACHUSETTS MUTUAL LIFE INSURANCE,PRINCIPAL FINANCIAL,0.057636,4,1,6,11,3,0
MASSACHUSETTS MUTUAL LIFE INSURANCE,PRUDENTIAL FINANCIAL,0.02635,4,1,7,12,3,0
MASSACHUSETTS MUTUAL LIFE INSURANCE,PUBLIC SERVICE ENTERPRISE GROUP,0.000347,0,0,1,1,0,1
QUALCOMM,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.016281,1,0,0,1,1,0
MASSACHUSETTS MUTUAL LIFE INSURANCE,RAYTHEON,0.184573,0,0,1,1,0,1
MASSACHUSETTS MUTUAL LIFE INSURANCE,REGIONS FINANCIAL,0.0107,0,0,1,1,0,1
SEMPRA ENERGY,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.012807,1,0,0,1,1,0
MASSACHUSETTS MUTUAL LIFE INSURANCE,SOUTHERN,0.016281,0,0,1,1,0,1
STATE FARM INSURANCE,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.033689,3,2,2,7,1,0
TARGET,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.006159,1,0,0,1,1,0
MASSACHUSETTS MUTUAL LIFE INSURANCE,TENET HEALTHCARE,0.001291,1,0,0,1,1,0
TRAVELERS,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.009892,2,0,0,2,2,0
MASSACHUSETTS MUTUAL LIFE INSURANCE,U.S. BANCORP,0.008016,0,0,2,2,0,1
UNITED AIRLINES HOLDINGS,MASSACHUSETTS MUTUAL LIFE INSURANCE,4.5e-05,1,0,0,1,1,0
USAA,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.014763,1,0,4,5,1,0
MASSACHUSETTS MUTUAL LIFE INSURANCE,VISA,0.015665,3,0,0,3,3,0
MASSACHUSETTS MUTUAL LIFE INSURANCE,VOYA FINANCIAL,0.203511,7,0,1,8,7,0
MASSACHUSETTS MUTUAL LIFE INSURANCE,WELLS FARGO,0.056823,1,1,4,6,0,1
WINDSTREAM HOLDINGS,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.009892,1,0,0,1,1,0
XCEL ENERGY,MASSACHUSETTS MUTUAL LIFE INSURANCE,0.016281,1,0,0,1,1,0
MASTERCARD,MICROSOFT,0.036125,0,0,1,1,0,1
MOTOROLA SOLUTIONS,MCDONALD'S,0.186688,3,0,0,3,3,0
ORACLE,MCDONALD'S,0.057864,1,0,0,1,1,0
QUALCOMM,MCDONALD'S,0.034835,1,0,0,1,1,0
TEXAS INSTRUMENTS,MCDONALD'S,0.057864,1,0,0,1,1,0
XEROX,MCDONALD'S,0.057864,1,0,0,1,1,0
YUM BRANDS,MCDONALD'S,0.307739,1,0,0,1,1,0
MERCK,MCKESSON,0.042342,3,0,1,4,3,0
MCKESSON,OWENS & MINOR,0.022108,0,0,2,2,0,1
MCKESSON,PFIZER,0.006418,0,0,1,1,0,1
RITE AID,MCKESSON,0.004232,2,0,2,4,2,0
MCKESSON,TENET HEALTHCARE,0.029821,0,0,1,1,0,1
UNITED PARCEL SERVICE,MCKESSON,0.005028,2,0,0,2,2,0
MERCK,MUTUAL OF OMAHA INSURANCE,0.003715,0,0,2,2,0,1
MERCK,NATIONWIDE,0.003864,1,0,1,2,1,0
MERCK,NEXTERA ENERGY,0.000247,0,0,1,1,0,1
MERCK,NORFOLK SOUTHERN,0.003347,0,0,2,2,0,1
NORTHROP GRUMMAN,MERCK,0.000864,1,0,1,2,1,0
MERCK,OWENS & MINOR,0.014027,1,0,3,4,1,0
MERCK,PEABODY ENERGY,0.003247,0,0,1,1,0,1
MERCK,PEPSICO,0.001301,0,0,1,1,0,1
MERCK,PFIZER,0.006418,1,1,0,2,0,1
MERCK,PG&E,0.000617,0,0,1,1,0,1
PPG INDUSTRIES,MERCK,0.000982,1,0,2,3,1,0
PPL,MERCK,0.000468,1,0,0,1,1,0
MERCK,PRINCIPAL FINANCIAL,0.003247,0,0,1,1,0,1
PRUDENTIAL FINANCIAL,MERCK,0.000423,1,0,0,1,1,0
PUBLIC SERVICE ENTERPRISE GROUP,MERCK,0.002534,1,0,1,2,1,0
MERCK,RAYTHEON,0.000617,0,0,1,1,0,1
MERCK,RITE AID,0.011571,0,0,4,4,0,1
SOUTHERN,MERCK,0.003715,1,0,1,2,1,0
MERCK,SOUTHWEST AIRLINES,0.004409,1,0,2,3,1,0
TENET HEALTHCARE,MERCK,0.016219,1,0,4,5,1,0
TEXAS INSTRUMENTS,MERCK,0.000952,1,0,2,3,1,0
MERCK,UNITED AIRLINES HOLDINGS,0.004548,0,0,2,2,0,1
MERCK,UNITED PARCEL SERVICE,0.022352,1,0,3,4,1,0
MERCK,UNITED TECHNOLOGIES,0.000617,0,0,1,1,0,1
VERIZON,MERCK,0.000715,1,0,1,2,1,0
METLIFE,MUTUAL OF OMAHA INSURANCE,0.088077,2,0,4,6,2,0
NATIONWIDE,METLIFE,0.000617,1,0,0,1,1,0
METLIFE,NEW YORK LIFE INSURANCE,0.005602,3,0,2,5,3,0
METLIFE,NORFOLK SOUTHERN,0.035082,0,0,2,2,0,1
METLIFE,NORTHROP GRUMMAN,0.034916,0,0,1,1,0,1
NORTHWESTERN MUTUAL,METLIFE,0.13163,1,0,6,7,1,0
METLIFE,OCCIDENTAL PETROLEUM,0.071891,0,0,1,1,0,1
METLIFE,ORACLE,0.001643,0,0,1,1,0,1
METLIFE,PG&E,0.006133,2,0,0,2,2,0
METLIFE,PRINCIPAL FINANCIAL,0.10283,3,2,5,10,1,0
METLIFE,PRUDENTIAL FINANCIAL,0.016796,2,1,5,8,1,0
METLIFE,QUALCOMM,0.084698,0,0,1,1,0,1
METLIFE,SEMPRA ENERGY,0.047723,0,0,2,2,0,1
METLIFE,SOUTHERN,0.026834,1,0,0,1,1,0
METLIFE,STATE FARM INSURANCE,0.147044,1,1,4,6,0,1
METLIFE,TARGET,0.074576,0,0,1,1,0,1
METLIFE,TRAVELERS,0.073445,1,0,2,3,1,0
METLIFE,UNION PACIFIC,0.044707,0,0,1,1,0,1
METLIFE,UNITED STATES STEEL,0.018634,0,0,1,1,0,1
METLIFE,UNUM GROUP,0.104542,1,0,0,1,1,0
METLIFE,USAA,0.296269,0,0,6,6,0,1
METLIFE,VERIZON,0.008031,0,0,1,1,0,1
METLIFE,VISA,0.07969,1,0,1,2,1,0
METLIFE,VOYA FINANCIAL,0.019544,3,1,2,6,2,0
METLIFE,WELLS FARGO,0.001917,1,1,0,2,0,1
METLIFE,WINDSTREAM HOLDINGS,0.117927,0,0,2,2,0,1
METLIFE,XCEL ENERGY,0.084698,0,0,1,1,0,1
SUNTRUST BANKS,MGM RESORTS INTERNATIONAL,0.006011,1,0,0,1,1,0
MGM RESORTS INTERNATIONAL,WALT DISNEY,0.1,1,0,1,2,1,0
ORACLE,MICRON TECHNOLOGY,0.02303,2,0,0,2,2,0
TEXAS INSTRUMENTS,MICRON TECHNOLOGY,0.145934,2,0,0,2,2,0
MICROSOFT,MOTOROLA SOLUTIONS,0.055279,1,0,0,1,1,0
NATIONWIDE,MICROSOFT,0.000617,1,0,0,1,1,0
MICROSOFT,NORTHROP GRUMMAN,0.084698,0,0,1,1,0,1
NORTHWESTERN MUTUAL,MICROSOFT,0.001643,1,0,0,1,1,0
ORACLE,MICROSOFT,0.143693,5,0,2,7,5,0
PEPSICO,MICROSOFT,0.029089,1,0,1,2,1,0
MICROSOFT,PPG INDUSTRIES,0.005182,1,0,1,2,1,0
PRUDENTIAL FINANCIAL,MICROSOFT,0.008668,2,1,0,3,1,0
QUALCOMM,MICROSOFT,0.056449,5,0,4,9,5,0
RAYTHEON,MICROSOFT,0.016108,2,0,2,4,2,0
MICROSOFT,TENET HEALTHCARE,0.003793,0,0,1,1,0,1
TEXAS INSTRUMENTS,MICROSOFT,0.131599,3,0,3,6,3,0
MICROSOFT,THERMO FISHER SCIENTIFIC,0.01149,1,0,1,2,1,0
MICROSOFT,TRAVELERS,0.006418,0,0,1,1,0,1
MICROSOFT,UNITED PARCEL SERVICE,0.026834,0,0,1,1,0,1
UNITED TECHNOLOGIES,MICROSOFT,0.00309,1,0,1,2,1,0
VERIZON,MICROSOFT,0.051084,2,0,4,6,2,0
WELLS FARGO,MICROSOFT,0.02154,2,0,2,4,2,0
MICROSOFT,WEYERHAEUSER,0.001643,0,0,1,1,0,1
MOTOROLA SOLUTIONS,NAVIENT,0.003733,0,0,1,1,0,1
ORACLE,MOTOROLA SOLUTIONS,0.117927,2,0,0,2,2,0
MOTOROLA SOLUTIONS,PPG INDUSTRIES,0.003733,0,0,1,1,0,1
QUALCOMM,MOTOROLA SOLUTIONS,0.059012,2,0,0,2,2,0
TEXAS INSTRUMENTS,MOTOROLA SOLUTIONS,0.128867,2,1,0,3,1,0
MOTOROLA SOLUTIONS,THERMO FISHER SCIENTIFIC,0.008016,1,0,0,1,1,0
MOTOROLA SOLUTIONS,UNITED AIRLINES HOLDINGS,0.003733,1,1,0,2,0,1
MOTOROLA SOLUTIONS,UNITED TECHNOLOGIES,0.003733,0,0,1,1,0,1
XEROX,MOTOROLA SOLUTIONS,0.057864,1,0,0,1,1,0
MUTUAL OF OMAHA INSURANCE,NATIONWIDE,0.042229,2,0,1,3,2,0
MUTUAL OF OMAHA INSURANCE,NAVIENT,0.028526,0,0,1,1,0,1
MUTUAL OF OMAHA INSURANCE,NCR,0.008082,0,0,1,1,0,1
MUTUAL OF OMAHA INSURANCE,NEXTERA ENERGY,0.000247,0,0,1,1,0,1
MUTUAL OF OMAHA INSURANCE,NORFOLK SOUTHERN,0.051197,0,0,2,2,0,1
MUTUAL OF OMAHA INSURANCE,NORTHROP GRUMMAN,0.000247,1,0,0,1,1,0
NORTHWESTERN MUTUAL,MUTUAL OF OMAHA INSURANCE,0.030727,1,0,2,3,1,0
MUTUAL OF OMAHA INSURANCE,ORACLE,0.003382,1,0,3,4,1,0
MUTUAL OF OMAHA INSURANCE,OWENS & MINOR,0.022108,1,0,4,5,1,0
MUTUAL OF OMAHA INSURANCE,PEABODY ENERGY,0.026834,0,0,1,1,0,1
MUTUAL OF OMAHA INSURANCE,PG&E,0.004314,1,0,1,2,1,0
MUTUAL OF OMAHA INSURANCE,PPL,0.000247,0,0,1,1,0,1
PRINCIPAL FINANCIAL,MUTUAL OF OMAHA INSURANCE,0.077345,1,0,5,6,1,0
PRUDENTIAL FINANCIAL,MUTUAL OF OMAHA INSURANCE,0.017293,1,0,2,3,1,0
MUTUAL OF OMAHA INSURANCE,PUBLIC SERVICE ENTERPRISE GROUP,0.002314,1,0,1,2,1,0
MUTUAL OF OMAHA INSURANCE,REGIONS FINANCIAL,0.051546,1,1,0,2,0,1
MUTUAL OF OMAHA INSURANCE,RITE AID,0.015911,1,0,2,3,1,0
MUTUAL OF OMAHA INSURANCE,ROCKWELL COLLINS,0.002766,1,0,0,1,1,0
MUTUAL OF OMAHA INSURANCE,SEMPRA ENERGY,0.034916,0,0,1,1,0,1
MUTUAL OF OMAHA INSURANCE,SOUTHERN,0.006389,0,0,1,1,0,1
STATE FARM INSURANCE,MUTUAL OF OMAHA INSURANCE,0.078544,1,0,3,4,1,0
MUTUAL OF OMAHA INSURANCE,TENET HEALTHCARE,0.019864,0,0,3,3,0,1
MUTUAL OF OMAHA INSURANCE,TRAVELERS,0.128867,0,0,2,2,0,1
MUTUAL OF OMAHA INSURANCE,UNION PACIFIC,0.060368,0,0,1,1,0,1
MUTUAL OF OMAHA INSURANCE,UNITED AIRLINES HOLDINGS,0.034916,0,0,1,1,0,1
USAA,MUTUAL OF OMAHA INSURANCE,0.070437,2,0,3,5,2,0
MUTUAL OF OMAHA INSURANCE,VERIZON,0.008525,0,0,3,3,0,1
MUTUAL OF OMAHA INSURANCE,VISA,0.061052,3,0,1,4,3,0
MUTUAL OF OMAHA INSURANCE,WINDSTREAM HOLDINGS,0.055279,0,0,1,1,0,1
NATIONAL OILWELL VARCO,NAVIENT,0.03869,0,0,1,1,0,1
NATIONAL OILWELL VARCO,NCR,0.03869,0,0,1,1,0,1
NATIONAL OILWELL VARCO,OWENS & MINOR,0.03869,0,0,1,1,0,1
NATIONAL OILWELL VARCO,UNITED AIRLINES HOLDINGS,0.03869,0,0,1,1,0,1
NATIONAL OILWELL VARCO,WEC ENERGY GROUP,0.03869,0,0,1,1,0,1
NAVIENT,NATIONWIDE,0.028526,1,0,1,2,1,0
NEXTERA ENERGY,NATIONWIDE,0.000247,1,0,0,1,1,0
NATIONWIDE,NORFOLK SOUTHERN,0.012296,1,1,2,4,0,1
NATIONWIDE,NORTHROP GRUMMAN,0.002066,0,0,1,1,0,1
NATIONWIDE,NORTHWESTERN MUTUAL,0.192259,1,0,2,3,1,0
ORACLE,NATIONWIDE,0.000617,1,0,0,1,1,0
PEABODY ENERGY,NATIONWIDE,0.004066,1,0,0,1,1,0
NATIONWIDE,PEPSICO,0.000617,1,0,0,1,1,0
NATIONWIDE,PG&E,0.128854,1,0,1,2,1,0
NATIONWIDE,PPG INDUSTRIES,0.0612,0,0,1,1,0,1
NATIONWIDE,PRINCIPAL FINANCIAL,0.023486,2,1,3,6,1,0
NATIONWIDE,PRUDENTIAL FINANCIAL,0.012625,1,0,1,2,1,0
PUBLIC SERVICE ENTERPRISE GROUP,NATIONWIDE,0.002066,1,0,0,1,1,0
NATIONWIDE,QUALCOMM,0.000617,0,0,1,1,0,1
NATIONWIDE,RAYTHEON,0.001301,0,0,1,1,0,1
NATIONWIDE,ROCKWELL COLLINS,0.001947,1,0,0,1,1,0
SOUTHERN,NATIONWIDE,0.004066,1,0,0,1,1,0
NATIONWIDE,SOUTHWEST AIRLINES,0.061421,0,0,1,1,0,1
NATIONWIDE,STATE FARM INSURANCE,0.00754,3,0,3,6,3,0
TENET HEALTHCARE,NATIONWIDE,0.063133,1,0,1,2,1,0
NATIONWIDE,TEXAS INSTRUMENTS,0.001034,0,0,2,2,0,1
